																					Class	L	R	B	B	B
1562	1.294	618.02478	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.26	20180104_RG_01R	618.02478:16990 619.02813:27426 620.03149:0		842	16990	0	0	0
1563	1.931	618.2851	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	7.32	20180104_RG_01R	618.2851:20750 619.28845:11164 620.29181:0		0	20750	0	0	0
1564	6.794	618.51361	Unknown	[M-H]-	adduct linked to 1298_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	24.04	Blank_01_180104225037	618.51361:23438 619.51696:0 620.52032:0		0	0	5740	23438	5441
1565	0.631	618.8548	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.94	Blank_01_180104205754	618.8548:26201 619.85815:0 620.86151:0		16076	0	26201	28401	40428
1566	0.411	618.85956	Unknown	[M+FA-H]-	adduct linked to 862_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	20.1	20180104_RG_01R	618.85956:197424 619.86291:317686 620.86627:384360		1129	197424	3749	16383	21223
1567	6.725	618.97949	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	4.17	20180104_RG_01L	618.97949:80128 619.98284:30139 620.9862:131902		80128	76939	78834	62559	67232
1568	6.53	618.9798	Unknown	[M-H]-	adduct linked to 1304_[M-H2O-H]-	0.6	False	null	null	null	null		null	null	null	null	null	2.2	Blank_01_180104225037	618.9798:89606 619.98315:16770 620.98651:89156		56300	75683	91899	89606	84137
1569	6.393	619.00159	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	2.28	Blank_01_180104225037	619.00159:58543 620.00494:0 621.0083:129927		52047	48434	58402	58543	47740
1570	3.893	619.02173	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.1	20180104_RG_01L	619.02173:90265 620.02508:23669 621.02844:67494		90265	113099	97299	113221	117633
1571	0.998	619.03918	Unknown	[M+FA-H]-	adduct linked to 870_[M-H]-	0.4	False	null	null	null	null		null	null	null	null	null	4.4	20180104_RG_01R	619.03918:54804 620.04253:49876 621.04589:467444		38224	54804	0	0	0
1572	5.774	619.09698	Unknown	[M-H2O-H]-	adduct linked to 1837_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	3.64	Blank_01_180104205754	619.09698:21433 620.10033:0 621.10369:79646		5292	7550	21433	8802	9173
1573	4.789	619.13031	Unknown	[M-H]-	adduct linked to 1310_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	1.91	20180104_RG_01R	619.13031:57073 620.13366:40738 621.13702:46528		0	57073	0	0	0
1574	5.445	619.172	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.54	20180104_RG_01R	619.172:78041 620.17535:34662 621.17871:6071		0	78041	0	0	0
1575	1.802	619.20636	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	18.62	20180104_RG_01L	619.20636:44751 620.20971:26517 621.21307:0		44751	0	0	0	1199
1576	2.713	619.26538	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.81	20180104_RG_01L	619.26538:19014 620.26873:4380 621.27209:0		19014	7435	2881	0	302
1577	5.53	619.32642	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	21.06	Blank_01_180104225037	619.32642:35512 620.32977:0 621.33313:14551		0	0	2820	35512	15123
1578	5.147	619.41846	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.42	20180104_RG_01R	619.41846:76464 620.42181:74909 621.42517:0		0	76464	0	0	2535
1579	6.489	619.42242	Unknown	[M-H]-	similar chromatogram in higher mz_2197	0.4	True	null	null	null	null		null	null	null	null	null	53.24	20180104_RG_01R	619.42242:1093238 620.42577:1388375 621.42913:341091	61.9084:1163 91.99472:6670 101.70525:1168 117.59883:1247 129.41756:1394 142.59189:1200 184.12848:1649 184.14508:1348 192.42366:1470 230.61937:1459 270.28763:1497 274.14319:1453 481.44293:1596	98507	1093238	0	0	0
1580	6.193	619.42365	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	36.33	20180104_RG_01R	619.42365:636523 620.427:574579 621.43036:127347	52.77689:1127 57.19814:1130 85.52332:1498 95.14082:1394 119.51641:1322 176.32504:1645 192.42873:1952 289.77853:1543 309.19537:1469 350.46005:1319 431.44543:1388 484.74667:1549 494.39496:1605	81996	636523	0	0	0
1581	3.262	620.27667	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	8.93	20180104_RG_01R	620.27667:110295 621.28002:52189 622.28338:81036		0	110295	0	0	0
1582	4.156	620.33856	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.02	20180104_RG_01L	620.33856:25556 621.34191:18801 622.34527:0		25556	0	0	0	0
1583	6.878	620.35724	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.6	20180104_RG_01L	620.35724:19527 621.36059:16126 622.36395:0		19527	0	0	0	0
1584	2.619	620.36993	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	20.63	20180104_RG_01R	620.36993:176599 621.37328:114807 622.37664:21542		0	176599	0	0	0
1585	6.443	620.39185	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	23.71	20180104_RG_01L	620.39185:48519 621.3952:29301 622.39856:0		48519	0	0	2413	0
1586	0.433	620.77502	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.55	20180104_RG_01L	620.77502:27865 621.77837:6328 622.78173:45172		27865	34103	177	988	846
1587	5.53	620.85669	Unknown	[M-H]-		0.6	False	null	null	null	null		null	null	null	null	null	3.52	Blank_01_180104225037	620.85669:99970 621.86004:0 622.8634:14434		34283	44350	79211	99970	142960
1588	5.815	620.85876	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.54	Blank_01_180104205754	620.85876:26315 621.86211:0 622.86547:7105		0	0	26315	17462	37022
1589	0.597	620.9458	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.34	20180104_RG_01L	620.9458:14338 621.94915:0 622.95251:5367		14338	0	0	0	0
1590	6.332	620.99548	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	2.14	20180104_RG_01L	620.99548:55575 621.99883:0 623.00219:146167		55575	43545	51333	55383	48696
1591	3.708	621.01691	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.28	20180104_RG_01L	621.01691:32108 622.02026:0 623.02362:38742		32108	30182	28525	31254	33904
1592	0.998	621.05322	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	16.48	20180104_RG_01L	621.05389:253952 622.05724:127342 623.0606:34625	55.47754:1067 55.62994:1039 60.8371:1176 85.55408:1494 85.58112:1460 94.2015:1261 163.57884:1298 164.18584:1387 164.92673:1623 192.48698:1381 199.0999:1448 234.99287:4988 248.97209:3046 275.02802:5053 353.03833:5529 379.01788:1543 414.30853:1540 448.34171:1627 495.83716:1452 553.07367:26092 575.05182:1717 595.55951:1674	253952	378340	0	0	0
1593	5.781	621.09546	Unknown	[M+FA-H]-	adduct linked to 907_[M-H]-	0.6	False	null	null	null	null		null	null	null	null	null	7.93	Blank_01_180104205754	621.09546:48078 622.09881:20237 623.10217:0		5593	12354	48078	31347	23723
1594	1.924	621.10962	Unknown	[M-H]-	adduct linked to 2234_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	14.79	20180104_RG_01L	621.10962:102987 622.11297:38599 623.11633:10676		102987	0	0	0	0
1595	3.494	621.1264	Unknown	[M-H]-		0.6	False	null	null	null	null		null	null	null	null	null	5.42	Blank_01_180105013944	621.1264:15026 622.12975:9679 623.13311:0		11485	10240	7257	13139	15026
1596	1.993	621.20941	Unknown	[M-H]-	adduct linked to 2234_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	36.02	Blank_01_180104205754	621.20941:160275 622.21276:148039 623.21612:162213		1207	27929	160275	78539	92369
1597	0.947	621.24231	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.92	20180104_RG_01R	621.24231:152136 622.24566:69475 623.24902:22225		0	152136	0	0	604
1598	2.877	621.24255	Unknown	[M-H2O-H]-	adduct linked to 2443_[M+FA-H]-	0.8	False	null	null	null	null		null	null	null	null	null	22.77	20180104_RG_01R	621.24255:102290 622.2459:39875 623.24926:0		0	102290	50329	89794	77760
1599	2.769	621.24292	Unknown	[M-H2O-H]-	adduct linked to 2444_[M+FA-H]-	0.8	False	null	null	null	null		null	null	null	null	null	17.51	20180104_RG_01R	621.24292:102649 622.24627:61876 623.24963:0		0	102649	26622	69681	63643
1600	2.329	621.28979	Unknown	[M-H]-	adduct linked to 2237_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	2.54	20180104_RG_01R	621.28979:98520 622.29314:59519 623.2965:10341		0	98520	0	0	0
1601	1.081	621.3161	Unknown	[M-H]-	adduct linked to 1333_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	17.08	20180104_RG_01L	621.3161:58435 622.31945:31004 623.32281:7128		58435	2018	0	0	0
1602	4.758	621.32147	Unknown	[M-H]-		1	False	null	null	null	null		null	null	null	null	null	15.23	20180104_RG_01L	621.32147:84657 622.32482:60500 623.32818:52865		84657	82961	69388	37799	18433
1603	3.136	621.35254	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	12.35	20180104_RG_01R	621.35254:1098163 622.35589:531000 623.35925:150811	55.66656:1212 59.01279:19099 60.47368:1170 62.64874:1468 63.1099:1170 71.01321:8719 73.02832:3500 83.01331:1435 85.02879:5813 87.00761:2270 89.02364:2532 101.02371:5660 101.23016:1252 113.02368:1411 216.59579:1620 232.86148:1416 271.22937:28388 313.242:1588 399.27502:2608 417.28357:40338 561.33154:5755 579.34021:12123 601.26672:1519 621.35004:80838	659	1098163	250	0	0
1604	5.252	621.4032	Unknown	[M-H2O-H]-	adduct linked to 1875_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	3.26	20180104_RG_01R	621.4032:87980 622.40655:53706 623.40991:9800		0	87980	0	0	0
1605	6.799	621.41345	Unknown	[M-H]-	similar chromatogram in higher mz_1848; similar chromatogram in higher mz_1861; similar chromatogram in higher mz_6013; similar chromatogram in higher mz_6181	0.2	False	null	null	null	null		null	null	null	null	null	7.38	Blank_01_180104225037	621.41345:35933 622.4168:10625 623.42016:27878		0	0	1313	35933	0
1606	6.097	621.41486	Unknown	[M+FA-H]-	adduct linked to 911_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	7.47	Blank_01_180104225037	621.41486:24953 622.41821:10630 623.42157:0		0	3617	0	24953	6342
1607	4.489	621.43713	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.89	Blank_01_180105013944	621.43713:46682 622.44048:74633 623.44384:10930		0	0	0	3126	46682
1608	6.674	621.43921	Unknown	[M+FA-H]-	adduct linked to 912_[M-H]-	0.6	True	null	null	null	null		null	null	null	null	null	98.16	20180104_RG_01L	621.43933:463545 622.44268:288515 623.44604:69982	60.10334:1099 68.61866:1239 70.69582:1197 113.29774:1360 144.70682:1366 192.44899:2444 292.65891:1502 424.02789:1514	463545	4211180	3619	24523	9357
1609	6.134	621.50928	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	190.4	Blank_01_180105013944	621.50928:22996 622.51263:7814 623.51599:0		0	0	0	18929	22996
1610	2.874	622.19214	Unknown	[M-H]-		0.8	False	null	null	null	null		null	null	null	null	null	137.13	Blank_01_180104225037	622.19214:355202 623.19549:697918 624.19885:164515		1062	144925	320920	355202	305999
1611	2.773	622.19281	Unknown	[M-H]-		0.8	True	null	null	null	null		null	null	null	null	null	99.08	Blank_01_180104205754	622.19147:193302 623.19482:346428 624.19818:146385	51.46977:988 56.79158:1265 57.27657:1215 85.49777:1471 171.94618:6138 177.9193:1809 192.37547:1672 207.45244:1305 210.80307:1353 264.65283:1663 273.97952:1949 278.27957:1631 367.28589:1398 493.57193:1704	1094	138262	193302	282760	259956
1612	2.203	622.27795	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.55	20180104_RG_01R	622.27795:156937 623.2813:97498 624.28466:15164		0	156937	0	0	0
1613	3.576	622.28766	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	13.02	20180104_RG_01R	622.28766:574638 623.29101:366617 624.29437:481666	54.56659:1125 55.92155:1044 56.57664:1176 66.32989:1352 68.99494:1313 85.53156:1686 92.00142:6668 102.63985:1367 102.95628:17900 106.41531:1447 127.8633:1271 135.30508:1334 135.87421:1354 140.95219:1331 142.18089:1343 161.54785:1341 192.44392:1868 204.4471:1288 295.50989:1438 395.02563:1446	0	574638	0	0	0
1614	3.686	622.29126	Unknown	[M+FA-H]-	adduct linked to 919_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	3.65	20180104_RG_01R	622.29126:160936 623.29461:118456 624.29797:126147		0	160936	0	0	0
1615	6.41	622.44086	Unknown	[M-H]-	adduct linked to 1345_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	416.87	20180104_RG_01R	622.44086:20844 623.44421:0 624.44757:0		697	20844	0	0	0
1616	5.82	622.45935	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	580.12	Blank_01_180104225037	622.45935:57585 623.4627:29614 624.46606:8826		0	0	1776	57585	22752
1617	0.439	622.70038	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.27	20180104_RG_01L	622.70038:38860 623.70373:6239 624.70709:127103		38860	920	0	0	0
1618	5.677	622.85437	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.91	Blank_01_180105013944	622.85437:41654 623.85772:0 624.86108:0		2594	5095	25353	25498	41654
1619	6.622	622.99445	Unknown	[M-H]-	adduct linked to 1349_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	10.1	Blank_01_180105013944	622.99445:111081 623.9978:24478 625.00116:126038		83599	87270	93935	76715	111081
1620	6.756	622.99469	Unknown	[M+FA-H]-	adduct linked to 927_[M-H]-	0.4	False	null	null	null	null		null	null	null	null	null	4.65	20180104_RG_01L	622.99469:88511 623.99804:28423 625.0014:157450		88511	87415	60745	52954	66325
1621	6.854	622.995	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.34	Blank_01_180104205754	622.995:61218 623.99835:10454 625.00171:97503		44508	62333	61218	54028	50907
1622	6.347	622.99554	Unknown	[M-H]-	adduct linked to 2252_[M+FA-H]-	0.6	False	null	null	null	null		null	null	null	null	null	6.87	20180104_RG_01R	622.99554:105900 623.99889:22607 625.00225:133692		87770	105900	90274	90658	73635
1623	2.877	623.19867	Unknown	[M+FA-H]-	adduct linked to 678_[M-H2O-H]-	0.8	False	null	null	null	null		null	null	null	null	null	214.44	Blank_01_180104225037	623.19867:414441 624.20202:161087 625.20538:166022		2604	263287	398761	414441	334667
1624	2.241	623.24072	Unknown	[M+FA-H]-	adduct linked to 938_[M-H]-	0.2	True	null	null	null	null		null	null	null	null	null	5.77	20180104_RG_01R	623.24072:335449 624.24407:369252 625.24743:91939	55.20689:1105 68.78883:1317 76.04179:1183 79.12405:1265 84.08545:1246 85.53156:1375 93.51061:1181 152.33569:1499 189.16895:1459 192.45406:2002 297.11142:1598 402.13599:1586 413.78104:1737 425.13995:1749 460.17896:1768 469.68777:1524 508.83313:1433 623.23505:2183	0	335449	0	680	0
1625	2.345	623.27081	Unknown	[M+FA-H]-	adduct linked to 939_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	2.4	20180104_RG_01R	623.27081:96662 624.27416:43723 625.27752:3729		0	96662	0	0	0
1626	0.934	623.29303	Unknown	[M-H]-	similar chromatogram in higher mz_4609	0.2	False	null	null	null	null		null	null	null	null	null	18.31	20180104_RG_01L	623.29303:38076 624.29638:15429 625.29974:39618		38076	4504	0	0	0
1627	0.808	623.29346	Unknown	[M+FA-H]-	adduct linked to 942_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	9.36	20180104_RG_01L	623.29346:14969 624.29681:5845 625.30017:0		14969	5312	0	0	413
1628	0.67	623.2937	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	7.5	20180104_RG_01L	623.2937:15600 624.29705:4058 625.30041:34399		15600	3016	0	880	413
1629	3.178	623.30664	Unknown	[M-H]-		1	False	null	null	null	null		null	null	null	null	null	6.6	Blank_01_180105013944	623.30664:18345 624.30999:0 625.31335:0		17871	13472	11452	11614	18345
1630	5.379	623.37378	Unknown	[M-H]-	similar chromatogram in higher mz_2521; similar chromatogram in higher mz_5873	0.2	False	null	null	null	null		null	null	null	null	null	10.27	20180104_RG_01R	623.37378:48677 624.37713:29252 625.38049:28336		0	48677	0	0	0
1631	5.672	623.41693	Unknown	[M+FA-H]-	adduct linked to 943_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	264.88	20180104_RG_01R	623.41693:13244 624.42028:8647 625.42364:0		0	13244	0	0	0
1632	6.331	623.43176	Unknown	[M-H]-	similar chromatogram in higher mz_6901; similar chromatogram in higher mz_6916	0.2	False	null	null	null	null		null	null	null	null	null	11.54	20180104_RG_01R	623.43176:54675 624.43511:72586 625.43847:12215		1564	54675	0	2016	227
1633	6.915	623.45459	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	20.45	20180104_RG_01R	623.45459:96921 624.45794:66179 625.4613:16273		1255	96921	0	0	0
1634	0.523	623.7995	Unknown	[M+FA-H]-	adduct linked to 689_[M-H2O-H]-	0.4	False	null	null	null	null		null	null	null	null	null	17.29	20180104_RG_01L	623.7995:39474 624.80285:0 625.80621:20355		39474	0	15752	4295	869
1635	5.779	624.15454	Unknown	[M-H]-		0.6	False	null	null	null	null		null	null	null	null	null	10.84	Blank_01_180104205754	624.15454:30501 625.15789:18464 626.16125:17167		7798	10465	30501	16403	18981
1636	0.572	624.1806	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.95	20180104_RG_01R	624.1806:62993 625.18395:60369 626.18731:14982		0	62993	0	0	0
1637	5.042	624.24188	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	6.78	Blank_01_180104225037	624.24188:39967 625.24523:9357 626.24859:8025		0	0	2912	39967	37480
1638	4.073	624.36853	Unknown	[M-H2O-H]-	adduct linked to 1910_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	3.82	20180104_RG_01L	624.36853:21450 625.37188:0 626.37524:0		21450	0	0	0	0
1639	4.53	624.36975	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	26.39	20180104_RG_01L	624.36975:148306 625.3731:91160 626.37646:25413		148306	0	0	0	0
1640	3.42	624.37445	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	17.29	20180104_RG_01L	624.37445:97185 625.3778:53574 626.38116:18127		97185	0	0	0	0
1641	6.407	624.38678	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	454.4	Blank_01_180104225037	624.38678:22720 625.39013:7724 626.39349:0		9466	0	0	22720	8412
1642	6.281	624.55786	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	758.65	20180104_RG_01L	624.55786:37932 625.56121:19180 626.56457:0		37932	0	1524	10298	3365
1643	6.473	624.55835	Unknown	[M-H]-	found in higher mz's MsMs_2145	0.4	False	null	null	null	null		null	null	null	null	null	972.17	20180104_RG_01L	624.55835:106481 625.5617:68772 626.56506:0		106481	0	3381	29256	1871
1644	0.442	624.78436	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	11.04	20180104_RG_01R	624.78436:111086 625.78771:130831 626.79107:166961		8857	111086	1052	428	774
1645	0.434	624.84595	Unknown	[M-H]-		0.8	False	null	null	null	null		null	null	null	null	null	5.68	20180104_RG_01R	624.84595:94174 625.8493:82125 626.85266:78618		1364	94174	45765	37698	57358
1646	2.088	624.8717	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.97	Blank_01_180104205754	624.8717:24976 625.87505:0 626.87841:0		13649	15493	24976	27415	32952
1647	0.998	624.98065	Unknown	[M-H2O-H]-	adduct linked to 2490_[M+FA-H]-	0.4	False	null	null	null	null		null	null	null	null	null	3.02	20180104_RG_01R	624.98065:27947 625.984:117897 626.98736:51307		15116	27947	0	0	0
1648	6.405	624.99042	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.27	Blank_01_180105013944	624.99042:95864 625.99377:16580 626.99713:79768		82455	83256	103445	114099	95864
